year,journal,doi,title,affiliation_cntr,studysite,appl_domaine,application,platform,sensor_type,m_misc,m_ge,m_wv,m_wv1,m_vw2,m_vw3,m_vw4,m_landsat5,m_landsat7,m_landsat8,m_modis,m_aster,m_jl1,m_gf1,m_gf2,m_s2,m_quickbird,m_spot5,m_spot6,m_rapideye,m_ikonos,m_zy3,m_ps_dove,m_pleiades,m_geoeye1,m_superview,m_terrasarx,m_s1,m_gf3,m_tandemx,m_radarsat1,m_radarsat2,m_alospalsar,m_ers2,m_envisat_asar,task,arch_group,architecture,arch_family,conv_backbone,backbone_family,dl_framework,keras_backend,ds_custom,ds_misc,ds_isprs_potsdam,ds_isprs_vaihingen,ds_ieee_zeebruges,ds_lcz42,ds_hrsc2016,ds_munich3k,ds_busy_parking_lot,ds_aeriallanes18,ds_vedai,ds_dg_roads,ds_ma_roads,ds_ma_building,ds_cheng_roads,ds_dota,ds_nwpuvhr10,ds_nwpuresisc45,ds_zhang_aircraft,ds_sn_building,ds_gid,ds_inria,ds_whubuilding_aer,ds_whu_building_sat,ds_whu_rsone,ds_ucas_aod,ds_ssdd,ds_opensarship,ds_soris,ds_oirds,ds_airuvsar,ds_rsod,ds_eurosat,ds_deepsat,ds_roadtracer
2017,IGARSS,10.1109/IGARSS.2017.8127335,Fast multidirectional vehicle detection on aerial images using region based convolutional neural networks,China,Multilocal,transportation,car,Aircraft + UAV,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,ZFNet,Vintage,Caffe,NA,1,,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,International Journal of Remote Sensing,10.1080/01431161.2017.1362131,   A central-point-enhanced convolutional neural network for high-resolution remote-sensing image classification,China,China,general LCLU,general LCLU,Satellite,Multispectral,HR satellite no 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,custom,custom,custom,custom,Keras,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,ISPRS Remote Sensing,10.1016/j.isprsjprs.2017.05.002,   Simultaneous extraction of roads and buildings in remote sensing imagery with convolutional neural networks,UAE,Multilocal,settlement,building foortprint,Aircraft,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,custom,custom,custom,custom,Caffe,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MDPI Remote Sensing,10.3390/rs9050498,   Classification for High Resolution Remote Sensing Imagery Using a Fully Convolutional Network,China,China,general LCLU,general LCLU,Satellite,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,FCN,FCN,VGG-16,Vintage,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MDPI Remote Sensing,10.3390/rs9111106,   Detection of Informal Settlements from VHR Images Using Convolutional Neural Networks,Netherlands,Tanzania,settlement,informal settlements,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,custom,custom,custom,custom,Theano,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MDPI Remote Sensing,10.3390/rs9050446,   Gated Convolutional Neural Network for Semantic Segmentation in High-Resolution Images,China,Germany,settlement,urban VHR feature extraction,Aircraft,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,ResNet-101,ResNet,Caffe,NA,NA,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MDPI Remote Sensing,10.3390/rs9060522,   Hourglass-ShapeNetwork Based Semantic Segmentation for High Resolution Aerial Imagery,Belgium,Germany,settlement,urban VHR feature extraction,Aircraft,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,ResNet,ResNet,Caffe,NA,NA,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MDPI Remote Sensing,10.3390/rs9040368,   Segment-before-Detect: Vehicle Detection and Classification through Semantic Segmentation of Aerial Images,France,Multilocal,transportation,car,Aircraft,Optical + Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,SegNet,SegNet,VGG-16,Vintage,NA,NA,NA,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MDPI Remote Sensing,10.3390/rs9010022,   Deep Learning Based Oil Palm Tree Detection and Counting for High-Resolution Remote Sensing Images,China,Malaysia,agriculture,oil palm,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,patch based,LeNet-5,Vintage,LeNet-5,Vintage,OpenCV,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MDPI Remote Sensing,10.3390/rs9070666,   An Efficient and Robust Integrated Geospatial Object Detection Framework for High Spatial Resolution Remote Sensing Imagery,China,Multilocal,multi-class object detection,multi-class object detection,Aircraft + Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,VGG-16,Vintage,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MDPI Remote Sensing,10.3390/rs9121312,   Deformable ConvNet with Aspect Ratio Constrained NMS for Object Detection in Remote Sensing Imagery,China,Multilocal,multi-class object detection,multi-class object detection,Aircraft + Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,R-FCN,R-CNN,ResNet-101,ResNet,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MDPI Remote Sensing,10.3390/rs9121220,   Deep-learning Versus OBIA for Scattered Shrub Detection with Google Earth Imagery: Ziziphus lotus as Case Study,Spain,Europe,natural vegetation,shrubs,Satellite,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,R-CNN,R-CNN,ResNet,ResNet,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MDPI Remote Sensing,10.3390/rs9111198,   Airport Detection Using End-to-End Convolutional Neural Network with Hard Example Mining,China,Global,transportation,airport,Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,ZFNet,Vintage,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MDPI Remote Sensing,10.3390/rs9040312,   Deep Learning Approach for Car Detection in UAV Imagery,Saudi Arabia,Italy,transportation,car,UAV,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,R-CNN,R-CNN,VGG-16,Vintage,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MDPI Remote Sensing,10.3390/rs9111170,   Arbitrary-Oriented Vehicle Detection in Aerial Imagery with Single Convolutional Neural Networks,China,Multilocal,transportation,car,Aircraft,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,One stage detector,SSD,SSD,VGG-16,Vintage,NA,NA,NA,,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MDPI Remote Sensing,10.3390/rs9080860,   Contextual Region-Based Convolutional Neural Network with Multilayer Fusion for SAR Ship Detection,China,Not specified,transportation,ship,Satellite,SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,VGG-16,Vintage,TensorFlow,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MDPI Sensors,10.3390/s17020336,   Vehicle Detection in Aerial Images Based on Region Convolutional Neural Networks and Hard Negative Example Mining,China,Germany,transportation,car,Aircraft,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,ZFNet,Vintage,Caffe,NA,NA,,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,MDPI Sensors,10.3390/s17122720,   Robust Vehicle Detection in Aerial Images Based on Cascaded Convolutional Neural Networks,China,Multilocal,transportation,car,Aircraft,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,VGG-16,Vintage,Caffe,NA,NA,,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,SPIE Journal of Applied Remote Sensing,10.1117/1.JRS.11.042615,   Change detection in multitemporal synthetic aperture radar images using dual-channel convolutional neural network,China,Multilocal,other,other,Satellite,SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,IS,patch based,custom,custom,custom,custom,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,SPIE Journal of Applied Remote Sensing,10.1117/1.JRS.11.042617,   Semantic labeling of high-resolution aerial images using an ensemble of fully convolutional networks,China,Germany,settlement,urban VHR feature extraction,Aircraft,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Naive-decoder,FCN,FCN,ResNet-101,ResNet,Caffe,NA,NA,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,SPIE Journal of Applied Remote Sensing,10.1117/1.JRS.11.042606,   DeepPlane: a unified deep model for aircraft detection and recognition in remote sensing images,China,Multilocal,transportation,aircrafts,Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,Inception-V1,Inception,Caffe,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,SPIE Journal of Applied Remote Sensing,10.1117/1.JRS.11.042611,   Ship detection in optical remote sensing images based on deep convolutional neural networks,China,Not specified,transportation,ship,Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,ZFNet,Vintage,Matlab,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,IEEE Access,10.1109/ACCESS.2018.2867210,Road Extraction From a High Spatial Resolution Remote Sensing Image Based on Richer Convolutional Features,China,USA,transportation,road network,Aircraft,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Naive-decoder,FCN,FCN,VGG-16,Vintage,Caffe,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,IEEE Access,10.1109/ACCESS.2018.2825376,A Densely Connected End-to-End Neural Network for Multiscale and Multiscene SAR Ship Detection,China,Multilocal,transportation,ship,Satellite,SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,ResNet-101,ResNet,TensorFlow,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2018,IEEE Geoscience and Remote Sensing Letters,10.1109/LGRS.2018.2799877,PolSAR Image Classification Using Polarimetric-Feature-Driven Deep Convolutional Neural Network,China,Multilocal,agriculture,multiple crop types,Aircraft,SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,custom,custom,custom,custom,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
2018,IEEE Geoscience and Remote Sensing Letters,10.1109/LGRS.2018.2811754,Learning a River Network Extractor Using an Adaptive Loss Function,USA,Asia,general LCLU,waterbody,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,custom,custom,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,IEEE Geoscience and Remote Sensing Letters,10.1109/LGRS.2018.2794545,Automatic Water-Body Segmentation From High-Resolution Satellite Images via Deep Networks,China,China,general LCLU,waterbody,Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,custom,custom,MXNet,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,IEEE Geoscience and Remote Sensing Letters,10.1109/LGRS.2017.2772349,A Framework of Rapid Regional Tsunami Damage Recognition From Post-event TerraSAR-X Imagery Using Deep Neural Networks,Japan,Japan,natural hazards,damage assessment,Satellite,SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,custom,custom,SENet + wide ResNet,ResNet,Caffe,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,IEEE Geoscience and Remote Sensing Letters,10.1109/LGRS.2018.2795531,Fully Convolutional Networks for Semantic Segmentation of Very High Resolution Remotely Sensed Images Combined With DSM,Canada,Germany,settlement,urban VHR feature extraction,Aircraft,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,FCN,FCN,ResNet-101,ResNet,Caffe,NA,NA,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,IEEE Geoscience and Remote Sensing Letters,10.1109/LGRS.2017.2778181,Semantic Segmentation of Aerial Images With Shuffling Convolutional Neural Networks,China,Germany,settlement,urban VHR feature extraction,Aircraft,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Naive-decoder,DeepLab-V1,DeepLab,custom,custom,MXNet,NA,NA,,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,IEEE Geoscience and Remote Sensing Letters,10.1109/LGRS.2018.2864342,Road Segmentation in SAR Satellite Images With Deep Fully Convolutional Neural Networks,Germany,Not specified,transportation,road network,Satellite,SAR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,DeepLab-V3+,DeepLab,Xception,ResNet,TensorFlow,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,IEEE Geoscience and Remote Sensing Letters,10.1109/LGRS.2018.2802944,Road Extraction by Deep Residual U-Net,China,USA,transportation,road network,Aircraft,Optical,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,ResNet,ResNet,Keras,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,IEEE Geoscience and Remote Sensing Letters,10.1109/LGRS.2018.2813094,Arbitrary-Oriented Ship Detection Framework in Optical Remote-Sensing Images,China,Multilocal,transportation,ship,Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,One stage detector,YOLO-V2,YOLO,DarkNet-19,DarkNet,Darknet,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,IEEE Geoscience and Remote Sensing Letters,10.1109/LGRS.2018.2829147,Online Exemplar-Based Fully Convolutional Network for Aircraft Detection in Remote Sensing Images,China,Multilocal,transportation,aircrafts,Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,R-FCN,R-CNN,ResNet-50,ResNet,NA,NA,NA,LSORS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2018,IEEE Geoscience and Remote Sensing Letters,10.1109/LGRS.2018.2856921,Toward Arbitrary-Oriented Ship Detection With Rotated Region Proposal and Discrimination Networks,China,Global,transportation,ship,Aircraft + Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OD,Two stage detector,Faster R-CNN,R-CNN,VGG-16,Vintage,NA,NA,1,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,10.1109/JSTARS.2018.2871046,Automatic Extraction of Built-Up Areas From Panchromatic and Multispectral Remote Sensing Images Using Double-Stream Deep Convolutional Neural Networks,China,China,general LCLU,built-up areas,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,Inception-V1,Inception,Inception-V1,Inception,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,10.1109/JSTARS.2018.2833382,DeepUNet: A Deep Fully Convolutional Network for Pixel-Level Sea-Land Segmentation,China,Not specified,general LCLU,waterbody,Satellite,Optical,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,Encoder-decoder,U-Net,U-Net,custom,custom,MXNet,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,10.1109/JSTARS.2018.2846178,Deep Convolutional Neural Network for Complex Wetland Classification Using Optical Remote Sensing Imagery,Canada,Canada,general LCLU,wetlands,Satellite,Multispectral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IS,patch based,AlexNet,Vintage,AlexNet,Vintage,Caffe,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
